task_id,iteration,agent,start_time,end_time,latency,input_tokens,output_tokens,first_token_latency,decode_speed_tps,gpu_memory_mb,kv_cache_usage_pct,transition_time,success,error_msg,timestamp
django__django-11001,0,coding,1769075256.3519063,1769075275.7660203,19.4141,1119,429,0.1962,22.32,42039,,0.1504,,,2026-01-22T09:47:55.936923
django__django-11001,0,debugging,1769075275.9423482,1769075276.4152188,0.4729,1572,1,0.3171,6.42,42039,,0.1763,True,,2026-01-22T09:47:56.659524
django__django-12470,0,planning,1769075252.6843073,1769075277.2903497,24.606,212,563,0.0828,22.96,42039,,,,,2026-01-22T09:47:57.707900
django__django-12983,0,planning,1769075257.1812973,1769075277.5770423,20.3957,157,446,0.0988,21.97,42039,,,,,2026-01-22T09:47:57.962114
django__django-11964,0,planning,1769075248.1855829,1769075277.5075095,29.3219,564,701,0.1143,24.0,42039,,,,,2026-01-22T09:47:57.962195
django__django-11583,0,coding,1769075267.5626373,1769075277.7648077,10.2022,2040,194,0.3727,19.74,42039,,0.1868,,,2026-01-22T09:47:58.058901
django__django-11049,0,coding,1769075256.75587,1769075277.8912082,21.1353,723,464,0.141,22.1,42039,,0.1345,,,2026-01-22T09:47:58.074860
django__django-11583,0,debugging,1769075278.061677,1769075278.6064425,0.5448,2258,1,0.4844,16.58,42039,,0.2969,True,,2026-01-22T09:47:58.867352
django__django-11049,0,debugging,1769075278.0754051,1769075278.6454532,0.57,1211,1,0.5091,16.42,42039,,0.1842,True,,2026-01-22T09:47:58.885629
astropy__astropy-12907,0,coding,1769075248.735781,1769075278.9513218,30.2155,879,706,0.1058,23.45,42039,,0.1149,,,2026-01-22T09:47:59.248922
astropy__astropy-12907,0,debugging,1769075279.3236387,1769075279.6296296,0.306,1609,1,0.2479,17.21,42039,,0.3723,True,,2026-01-22T09:47:59.837185
django__django-12747,0,planning,1769075255.2203608,1769075280.3158991,25.0955,278,546,0.1097,21.85,42039,,,,,2026-01-22T09:48:01.794927
django__django-13158,0,planning,1769075258.694648,1769075280.9357677,22.2411,321,464,0.1354,20.99,42039,,,,,2026-01-22T09:48:01.922012
astropy__astropy-7746,0,coding,1769075250.7945397,1769075281.3095853,30.515,1081,695,0.1791,22.91,42039,,0.0822,,,2026-01-22T09:48:01.990167
django__django-11422,0,coding,1769075261.08912,1769075280.8988578,19.8097,770,400,0.1495,20.35,42039,,0.1744,,,2026-01-22T09:48:01.987986
django__django-12915,0,planning,1769075256.6932878,1769075281.3406608,24.6474,280,527,0.122,21.49,42039,,,,,2026-01-22T09:48:02.035878
django__django-12908,0,planning,1769075256.1685836,1769075281.6046762,25.4361,351,544,0.1207,21.49,42039,,,,,2026-01-22T09:48:02.076091
django__django-13660,0,planning,1769075264.6689582,1769075281.4609866,16.792,677,327,0.1248,19.62,42039,,,,,2026-01-22T09:48:02.075982
django__django-12286,0,planning,1769075251.1693082,1769075282.376157,31.2068,232,706,0.1242,22.71,42039,,,,,2026-01-22T09:48:02.432287
django__django-11422,0,debugging,1769075282.0298116,1769075282.7393816,0.7096,1194,1,0.5218,5.33,42039,,1.131,True,,2026-01-22T09:48:02.799935
astropy__astropy-7746,0,debugging,1769075282.030543,1769075282.929924,0.8994,1800,1,0.6931,4.85,42039,,0.721,True,,2026-01-22T09:48:03.364874
django__django-13028,0,planning,1769075257.6814513,1769075283.684245,26.0028,730,544,0.1573,21.05,42039,,,,,2026-01-22T09:48:04.380537
django__django-13033,0,planning,1769075258.169231,1769075283.9841034,25.8149,1092,539,0.1626,21.01,42039,,,,,2026-01-22T09:48:04.805911
django__django-13220,0,planning,1769075259.2010565,1769075284.3425539,25.1415,184,519,0.1119,20.74,42039,,,,,2026-01-22T09:48:05.064969
django__django-12589,0,planning,1769075253.6773546,1769075284.9191282,31.2418,800,676,0.1301,21.73,42039,,,,,2026-01-22T09:48:05.164057
django__django-11283,0,coding,1769075257.320301,1769075284.7743852,27.4541,759,575,0.164,21.07,42039,,0.142,,,2026-01-22T09:48:05.168136
django__django-11283,0,debugging,1769075285.169695,1769075285.785213,0.6155,1358,1,0.5518,15.68,42039,,0.3953,True,,2026-01-22T09:48:06.508330
django__django-13447,0,planning,1769075262.1752539,1769075286.0612423,23.886,153,470,0.0976,19.76,42039,,,,,2026-01-22T09:48:06.897300
django__django-13658,0,planning,1769075264.1912835,1769075286.4555454,22.2643,365,425,0.153,19.22,42039,,,,,2026-01-22T09:48:06.995158
django__django-13590,0,planning,1769075263.8477514,1769075286.665492,22.8177,256,440,0.1297,19.39,42039,,,,,2026-01-22T09:48:07.100208
django__django-13265,0,planning,1769075260.1826398,1769075287.0960765,26.9134,526,542,0.1467,20.25,42039,,,,,2026-01-22T09:48:07.165086
django__django-13230,0,planning,1769075259.693352,1769075287.2202928,27.5269,127,558,0.0779,20.33,42039,,,,,2026-01-22T09:48:07.342942
django__django-13315,0,planning,1769075260.70015,1769075287.6703284,26.9702,122,534,0.1303,19.9,42039,,,,,2026-01-22T09:48:08.223648
django__django-13448,0,planning,1769075262.6854098,1769075288.8729668,26.1876,1356,499,0.2561,19.24,42039,,,,,2026-01-22T09:48:09.701220
django__django-12856,0,planning,1769075255.6710103,1769075288.8489368,33.1779,164,689,0.0763,20.81,42039,,,,,2026-01-22T09:48:09.858336
django__django-13551,0,planning,1769075263.188148,1769075289.101852,25.9137,188,505,0.3702,19.77,42039,,,,,2026-01-22T09:48:10.011168
django__django-12708,0,planning,1769075254.9487734,1769075289.5916553,34.6429,298,724,0.1104,20.97,42039,,,,,2026-01-22T09:48:10.177833
astropy__astropy-14995,0,coding,1769075270.1871977,1769075289.8977973,19.7106,1778,359,0.4085,18.6,42039,,0.2831,,,2026-01-22T09:48:10.218765
django__django-11133,0,coding,1769075257.4159918,1769075290.8547575,33.4388,721,676,0.1351,20.3,42039,,0.1168,,,2026-01-22T09:48:11.339928
astropy__astropy-14995,0,debugging,1769075290.2192638,1769075290.9126828,0.6934,2161,1,0.6156,12.85,42039,,0.3215,True,,2026-01-22T09:48:11.679344
django__django-11848,0,coding,1769075270.3971674,1769075291.828274,21.4311,802,386,0.2905,18.26,42039,,0.3418,,,2026-01-22T09:48:12.082933
django__django-11133,0,debugging,1769075291.564694,1769075292.29273,0.728,1421,1,0.5648,6.12,42039,,0.7099,True,,2026-01-22T09:48:12.498342
django__django-11848,0,debugging,1769075292.083737,1769075292.608364,0.5246,1212,1,0.3553,5.9,42039,,0.2555,True,,2026-01-22T09:48:13.765229
django__django-13768,0,planning,1769075266.1867065,1769075293.0297577,26.8431,193,491,0.1425,18.39,42039,,,,,2026-01-22T09:48:14.349758
django__django-12308,0,coding,1769075271.3271933,1769075292.9049308,21.5777,602,380,0.2613,17.83,42039,,0.4115,,,2026-01-22T09:48:14.364517
django__django-12497,0,coding,1769075273.1158278,1769075293.4439936,20.3282,654,350,0.2874,17.46,42039,,0.8435,,,2026-01-22T09:48:14.402738
django__django-11742,0,coding,1769075271.4866219,1769075292.7082114,21.2216,776,375,0.2628,17.89,42039,,0.5788,,,2026-01-22T09:48:14.278062
django__django-13757,0,planning,1769075265.6892087,1769075293.1060815,27.4169,290,502,0.1263,18.39,42039,,,,,2026-01-22T09:48:14.449206
django__django-12453,0,coding,1769075273.3330708,1769075293.1220162,19.7889,1133,343,0.5863,17.86,42039,,0.1265,,,2026-01-22T09:48:14.518473
django__django-14672,0,planning,1769075273.2788982,1769075294.3770742,21.0982,1798,370,0.6424,18.09,42039,,,,,2026-01-22T09:48:14.613299
django__django-12125,0,coding,1769075271.5328982,1769075294.2606585,22.7278,930,406,0.6069,18.35,42039,,0.4108,,,2026-01-22T09:48:14.650392
django__django-13710,0,planning,1769075265.1701028,1769075294.6394022,29.4693,246,551,0.1045,18.76,42039,,,,,2026-01-22T09:48:14.733407
django__django-12308,0,debugging,1769075294.4663045,1769075294.99267,0.5264,1006,1,0.3452,5.52,42039,,1.5614,True,,2026-01-22T09:48:15.066620
django__django-11742,0,debugging,1769075294.4556527,1769075295.1767015,0.721,1175,1,0.5129,4.8,42039,,1.7474,True,,2026-01-22T09:48:15.249884
django__django-13964,0,planning,1769075267.7086003,1769075295.204869,27.4963,436,498,0.2331,18.27,42039,,,,,2026-01-22T09:48:15.291089
django__django-12453,0,debugging,1769075294.52382,1769075295.3908758,0.8671,1500,1,0.6735,5.17,42039,,1.4018,True,,2026-01-22T09:48:15.432048
django__django-12497,0,debugging,1769075294.5138934,1769075295.3904295,0.8765,1028,1,0.6356,4.15,42039,,1.0699,True,,2026-01-22T09:48:15.436094
django__django-14382,0,planning,1769075270.3434787,1769075295.578651,25.2352,191,441,0.3549,17.72,42039,,,,,2026-01-22T09:48:15.644737
django__django-14016,0,planning,1769075268.2242625,1769075295.5989928,27.3747,228,490,0.1171,17.98,42039,,,,,2026-01-22T09:48:15.649537
django__django-12125,0,debugging,1769075294.6528356,1769075295.9350436,1.2822,1360,1,1.1056,5.66,42039,,0.3922,True,,2026-01-22T09:48:16.004448
django__django-12983,0,coding,1769075277.9647229,1769075296.5331724,18.5684,570,312,0.2426,17.03,42039,,0.3877,,,2026-01-22T09:48:18.028956
django__django-13590,0,coding,1769075287.1086895,1769075297.2411363,10.1324,663,147,0.2854,14.93,42039,,0.4432,,,2026-01-22T09:48:18.346363
django__django-13321,0,planning,1769075261.1697156,1769075297.3022106,36.1325,1182,681,0.1763,18.94,42039,,,,,2026-01-22T09:48:18.398427
django__django-14411,0,planning,1769075270.6697857,1769075297.7417357,27.0719,151,471,0.0984,17.46,42039,,,,,2026-01-22T09:48:18.545552
django__django-14580,0,planning,1769075271.6692655,1769075298.0773034,26.408,447,459,0.4905,17.71,42039,,,,,2026-01-22T09:48:18.556662
django__django-12700,0,coding,1769075274.7515018,1769075298.0795717,23.3281,956,401,0.4444,17.52,42039,,0.2957,,,2026-01-22T09:48:18.555867
django__django-14608,0,planning,1769075272.6680658,1769075298.8307095,26.1626,200,444,0.3262,17.19,42039,,,,,2026-01-22T09:48:18.931178
django__django-12983,0,debugging,1769075298.248368,1769075299.0221064,0.7737,906,1,0.609,6.07,42039,,1.7152,True,,2026-01-22T09:48:19.100454
django__django-13590,0,debugging,1769075298.3946571,1769075299.2578726,0.8632,834,1,0.6542,4.78,42039,,1.1535,True,,2026-01-22T09:48:19.316127
django__django-13660,0,coding,1769075282.0778332,1769075299.4512322,17.3734,971,273,0.8478,16.52,42039,,0.6168,,,2026-01-22T09:48:19.508019
django__django-12700,0,debugging,1769075298.559249,1769075299.6384668,1.0792,1381,1,0.872,4.83,42039,,0.4797,True,,2026-01-22T09:48:19.681745
django__django-13660,0,debugging,1769075299.5086722,1769075299.8819914,0.3733,1268,1,0.2687,9.56,42039,,0.0574,True,,2026-01-22T09:48:21.104321
django__django-14017,0,planning,1769075268.702652,1769075300.4536834,31.751,420,543,0.2945,17.26,42039,,,,,2026-01-22T09:48:21.454334
django__django-13925,0,planning,1769075266.6837296,1769075300.5620637,33.8783,948,590,0.2826,17.56,42039,,,,,2026-01-22T09:48:21.869838
django__django-11019,0,coding,1769075256.2767568,1769075300.2960377,44.0193,984,846,0.1456,19.28,42039,,0.1235,,,2026-01-22T09:48:21.941212
django__django-11620,0,coding,1769075264.5814943,1769075301.0561936,36.4747,791,649,0.1532,17.87,42039,,0.221,,,2026-01-22T09:48:22.209161
django__django-14155,0,planning,1769075269.1696906,1769075300.91042,31.7407,173,547,0.1145,17.3,42039,,,,,2026-01-22T09:48:22.207486
django__django-11564,0,coding,1769075262.719851,1769075300.644189,37.9243,809,679,0.2587,18.03,42039,,0.145,,,2026-01-22T09:48:22.217823
django__django-14534,0,planning,1769075271.36396,1769075301.092711,29.7288,434,502,0.3926,17.11,42039,,,,,2026-01-22T09:48:22.217133
django__django-11964,0,coding,1769075277.9647696,1769075300.9355905,22.9708,1232,380,0.2446,16.72,42039,,0.4573,,,2026-01-22T09:48:22.345757
django__django-11815,0,coding,1769075273.0406828,1769075301.4940763,28.4534,1048,474,0.3491,16.87,42039,,1.0061,,,2026-01-22T09:48:22.349158
django__django-13401,0,planning,1769075261.7227874,1769075302.081815,40.359,347,741,0.1492,18.43,42039,,,,,2026-01-22T09:48:22.362205
django__django-13933,0,planning,1769075267.3386805,1769075301.96956,34.6309,332,603,0.2545,17.54,42039,,,,,2026-01-22T09:48:22.367671
django__django-11019,0,debugging,1769075302.1834922,1769075302.902403,0.7189,1854,1,0.5124,4.84,42039,,1.8875,True,,2026-01-22T09:48:22.962767
django__django-11620,0,debugging,1769075302.214857,1769075303.0583868,0.8435,1464,1,0.6684,5.71,42039,,1.1587,True,,2026-01-22T09:48:23.153431
django__django-11564,0,debugging,1769075302.2723966,1769075303.2605546,0.9882,1512,1,0.8099,5.61,42039,,1.6282,True,,2026-01-22T09:48:23.345184
django__django-11964,0,debugging,1769075302.3503158,1769075303.6812396,1.3309,1636,1,1.1378,5.18,42039,,1.4147,True,,2026-01-22T09:48:23.756331
django__django-11815,0,debugging,1769075302.353994,1769075303.7981098,1.4441,1546,1,1.3204,8.08,42039,,0.8599,True,,2026-01-22T09:48:24.457663
django__django-13158,0,coding,1769075281.9865656,1769075303.9532418,21.9667,752,336,0.3536,15.55,42039,,1.0508,,,2026-01-22T09:48:25.138679
django__django-11797,0,coding,1769075267.3006518,1769075304.3354564,37.0348,833,625,0.2703,17.0,42039,,0.3012,,,2026-01-22T09:48:26.467427
django__django-12113,0,coding,1769075268.987415,1769075304.6038857,35.6165,1751,599,0.233,16.93,42039,,0.265,,,2026-01-22T09:48:26.925290
django__django-14997,0,planning,1769075276.1690612,1769075305.2496028,29.0805,1650,477,0.2565,16.55,42039,,,,,2026-01-22T09:48:27.191917
django__django-11999,0,coding,1769075273.138091,1769075304.5940742,31.456,764,510,0.4559,16.45,42039,,0.7439,,,2026-01-22T09:48:27.607202
django__django-14855,0,planning,1769075275.169263,1769075306.1798954,31.0106,273,513,0.1791,16.64,42039,,,,,2026-01-22T09:48:27.611488
django__django-14238,0,planning,1769075269.7798505,1769075304.6448061,34.865,740,581,0.1741,16.75,42039,,,,,2026-01-22T09:48:27.613766
django__django-15061,0,planning,1769075277.344367,1769075305.1127853,27.7684,148,444,0.2444,16.13,42039,,,,,2026-01-22T09:48:27.620356
django__django-12284,0,coding,1769075275.5815814,1769075306.6579146,31.0763,836,514,0.15,16.62,42039,,0.3105,,,2026-01-22T09:48:27.632457
django__django-13158,0,debugging,1769075305.7500057,1769075306.8166008,1.0666,1112,1,0.9898,13.02,42039,,1.7968,True,,2026-01-22T09:48:27.637103
django__django-14999,0,planning,1769075276.695241,1769075306.8264437,30.1312,119,497,0.1333,16.57,42039,,,,,2026-01-22T09:48:27.652715
django__django-12470,0,coding,1769075277.7864926,1769075306.1074772,28.321,742,455,0.2395,16.2,42039,,0.4961,,,2026-01-22T09:48:27.729338
django__django-14915,0,planning,1769075275.6680577,1769075307.452596,31.7845,315,529,0.1171,16.7,42039,,,,,2026-01-22T09:48:27.749493
django__django-14667,0,planning,1769075272.9316025,1769075307.2146173,34.283,300,566,0.2169,16.61,42039,,,,,2026-01-22T09:48:27.749565
django__django-14730,0,planning,1769075273.6696453,1769075307.727499,34.0579,168,567,0.2681,16.78,42039,,,,,2026-01-22T09:48:27.822679
django__django-11797,0,debugging,1769075306.9610891,1769075308.5025682,1.5415,1482,1,1.3386,4.93,42039,,2.6256,True,,2026-01-22T09:48:28.556460
django__django-12113,0,debugging,1769075307.1474771,1769075308.708972,1.5615,2374,1,1.3425,4.57,42039,,2.5436,True,,2026-01-22T09:48:28.792262
django__django-15347,0,planning,1769075279.7291563,1769075309.3081155,29.579,349,467,0.1469,15.87,42039,,,,,2026-01-22T09:48:29.343275
django__django-11999,0,debugging,1769075307.6205568,1769075309.4580834,1.8375,1298,1,1.6539,5.45,42039,,3.0265,True,,2026-01-22T09:48:29.557197
django__django-12284,0,debugging,1769075307.6332412,1769075309.6611958,2.028,1374,1,1.8255,4.94,42039,,0.9753,True,,2026-01-22T09:48:29.750607
django__django-12470,0,debugging,1769075307.7310216,1769075309.8635304,2.1325,1221,1,1.9054,4.4,42039,,1.6235,True,,2026-01-22T09:48:29.947838
django__django-14382,0,coding,1769075295.6454968,1769075310.294285,14.6488,599,200,0.2837,13.92,42039,,0.0668,,,2026-01-22T09:48:31.391683
django__django-13220,0,coding,1769075285.066999,1769075310.7283208,25.6613,670,374,0.4302,14.82,42039,,0.7244,,,2026-01-22T09:48:31.531578
django__django-15320,0,planning,1769075279.2069154,1769075310.4046435,31.1977,298,482,0.3902,15.65,42039,,,,,2026-01-22T09:48:31.993419
django__django-12747,0,coding,1769075281.9150805,1769075311.2672985,29.3522,791,439,0.2455,15.08,42039,,1.5992,,,2026-01-22T09:48:32.439689
django__django-15498,0,planning,1769075281.8640366,1769075311.0241563,29.1601,144,434,0.495,15.14,42039,,,,,2026-01-22T09:48:32.444849
django__django-14752,0,planning,1769075274.3145692,1769075311.9246163,37.61,697,592,0.4804,15.94,42039,,,,,2026-01-22T09:48:32.591717
django__django-14787,0,planning,1769075274.7273731,1769075312.1144965,37.3871,239,594,0.1211,15.94,42039,,,,,2026-01-22T09:48:32.598064
django__django-13768,0,coding,1769075294.4588833,1769075312.5501637,18.0913,651,241,0.9257,14.04,42039,,1.4291,,,2026-01-22T09:48:32.637972
django__django-14382,0,debugging,1769075311.6178558,1769075312.5818968,0.964,823,1,0.8605,9.66,42039,,1.3236,True,,2026-01-22T09:48:32.647338
django__django-13220,0,debugging,1769075311.9951735,1769075312.8975227,0.9023,1068,1,0.6946,4.81,42039,,1.2669,True,,2026-01-22T09:48:33.053886
django__django-13768,0,debugging,1769075312.6384432,1769075313.5277488,0.8893,916,1,0.6774,4.72,42039,,0.0883,True,,2026-01-22T09:48:35.902499
django__django-13230,0,coding,1769075287.3434417,1769075313.4721763,26.1287,652,380,0.1517,14.63,42039,,0.1231,,,2026-01-22T09:48:35.973492
django__django-12286,0,coding,1769075282.4330025,1769075313.700289,31.2673,905,466,0.5455,15.17,42039,,0.0568,,,2026-01-22T09:48:35.643722
django__django-15202,0,planning,1769075277.923036,1769075314.8958554,36.9728,213,561,0.2957,15.3,42039,,,,,2026-01-22T09:48:36.802828
django__django-13658,0,coding,1769075287.0002875,1769075313.8217247,26.8214,757,387,0.2553,14.57,42039,,0.5447,,,2026-01-22T09:48:36.791514
django__django-15781,0,planning,1769075282.6697426,1769075314.4645107,31.7948,431,474,0.3146,15.06,42039,,,,,2026-01-22T09:48:37.020886
django__django-15252,0,planning,1769075278.735819,1769075314.8861253,36.1503,421,557,0.1779,15.48,42039,,,,,2026-01-22T09:48:37.087775
django__django-11630,0,coding,1769075265.8005776,1769075315.7072082,49.9066,772,820,0.1265,16.47,42039,,0.1971,,,2026-01-22T09:48:37.089751
django__django-14580,0,coding,1769075298.5592284,1769075314.909457,16.3502,873,212,0.8577,13.68,42039,,0.4819,,,2026-01-22T09:48:37.092614
django__django-11910,0,coding,1769075266.703792,1769075316.2632554,49.5595,824,812,0.2381,16.46,42039,,0.1323,,,2026-01-22T09:48:37.094923
django__django-15789,0,planning,1769075283.4946527,1769075315.5595691,32.0649,174,477,0.4527,15.09,42039,,,,,2026-01-22T09:48:37.098945
django__django-12184,0,coding,1769075273.0547729,1769075315.1755376,42.1208,834,658,0.5458,15.83,42039,,0.507,,,2026-01-22T09:48:37.103603
django__django-14672,0,coding,1769075294.6516132,1769075315.6518226,21.0002,2135,281,0.9091,13.99,42039,,0.2745,,,2026-01-22T09:48:37.111673
django__django-13028,0,coding,1769075284.5535069,1769075315.4406471,30.8871,1241,448,0.5787,14.78,42039,,0.8693,,,2026-01-22T09:48:37.118800
django__django-16527,0,planning,1769075290.7010047,1769075316.3190005,25.618,189,368,0.2015,14.48,42039,,,,,2026-01-22T09:48:37.121946
django__django-12747,0,debugging,1769075312.483569,1769075317.0834951,4.5999,1254,68,0.4437,16.36,42039,,1.2163,False,,2026-01-22T09:48:37.260744
django__django-13230,0,debugging,1769075316.2881765,1769075317.2127473,0.9246,1056,1,0.7379,5.36,42039,,2.816,True,,2026-01-22T09:48:37.315345
django__django-12286,0,debugging,1769075316.514988,1769075317.4347346,0.9197,1395,1,0.6968,4.49,42039,,2.8147,True,,2026-01-22T09:48:37.487413
django__django-15851,0,planning,1769075285.1697955,1769075317.8133802,32.6436,212,481,0.4941,14.96,42039,,,,,2026-01-22T09:48:37.916411
