task_id,iteration,agent,start_time,end_time,latency,input_tokens,output_tokens,first_token_latency,decode_speed_tps,gpu_memory_mb,kv_cache_usage_pct,transition_time,success,error_msg,timestamp
django__django-11564,0,planning,1769096307.9905398,1769096325.030279,17.0397,275,574,0.0532,33.79,42037,,,,,2026-01-22T15:38:45.070655
django__django-11179,0,coding,1769096319.00284,1769096325.0633516,6.0605,581,194,0.1147,32.63,42037,,0.1136,,,2026-01-22T15:38:45.151770
django__django-11049,0,coding,1769096316.3367412,1769096325.1799,8.8432,713,286,0.0959,32.7,42037,,0.116,,,2026-01-22T15:38:45.252229
django__django-11179,0,debugging,1769096325.1581035,1769096325.3072302,0.1491,799,1,0.1165,30.63,42037,,0.0948,True,,2026-01-22T15:38:45.372819
django__django-11049,0,debugging,1769096325.2534692,1769096325.3904922,0.137,1023,1,0.1116,39.32,42037,,0.0736,True,,2026-01-22T15:38:45.428126
django__django-11001,0,coding,1769096313.6351805,1769096325.5945263,11.9593,1091,390,0.1088,32.91,42037,,0.079,,,2026-01-22T15:38:45.707285
django__django-11001,0,debugging,1769096325.7079473,1769096325.8242447,0.1163,1505,1,0.0875,34.7,42037,,0.1134,True,,2026-01-22T15:38:45.913629
django__django-10924,0,coding,1769096315.6779218,1769096326.4780881,10.8002,862,350,0.1048,32.72,42037,,0.111,,,2026-01-22T15:38:46.571294
django__django-10924,0,debugging,1769096326.5718472,1769096326.7138872,0.142,1236,1,0.1076,29.0,42037,,0.0938,True,,2026-01-22T15:38:46.807090
django__django-11620,0,planning,1769096309.987224,1769096327.4528844,17.4657,246,577,0.0632,33.16,42037,,,,,2026-01-22T15:38:47.521139
astropy__astropy-14182,0,coding,1769096309.4256735,1769096327.4233782,17.9977,1244,594,0.1057,33.2,42037,,0.1109,,,2026-01-22T15:38:47.532903
astropy__astropy-14182,0,debugging,1769096327.5340245,1769096327.703846,0.1698,1862,1,0.1378,31.26,42037,,0.1106,True,,2026-01-22T15:38:47.816603
django__django-11848,0,planning,1769096314.9922976,1769096329.2298143,14.2375,222,467,0.076,32.98,42037,,,,,2026-01-22T15:38:49.346910
django__django-11583,0,planning,1769096308.9894617,1769096329.2818172,20.2924,1415,678,0.0728,33.53,42037,,,,,2026-01-22T15:38:49.377491
django__django-11630,0,planning,1769096311.002165,1769096329.3660316,18.3639,217,610,0.0819,33.37,42037,,,,,2026-01-22T15:38:49.422289
astropy__astropy-7746,0,coding,1769096313.2444088,1769096329.4361393,16.1917,1264,533,0.0584,33.04,42037,,0.1084,,,2026-01-22T15:38:49.496077
astropy__astropy-7746,0,debugging,1769096329.4966106,1769096329.736647,0.24,1821,1,0.2186,46.63,42037,,0.0605,True,,2026-01-22T15:38:49.833768
django__django-11797,0,planning,1769096312.994575,1769096329.7988663,16.8043,284,546,0.0745,32.64,42037,,,,,2026-01-22T15:38:49.837479
django__django-11905,0,planning,1769096315.9933903,1769096331.761957,15.7686,157,513,0.0803,32.7,42037,,,,,2026-01-22T15:38:51.825890
django__django-11742,0,planning,1769096311.990616,1769096332.9131956,20.9226,128,690,0.0715,33.09,42037,,,,,2026-01-22T15:38:53.023404
django__django-11133,0,coding,1769096320.5128043,1769096333.258705,12.7459,790,415,0.1056,32.83,42037,,0.1021,,,2026-01-22T15:38:53.346542
django__django-11133,0,debugging,1769096333.3472462,1769096333.4609134,0.1137,1229,1,0.0819,31.46,42037,,0.0885,True,,2026-01-22T15:38:53.559998
django__django-11099,0,coding,1769096314.5478027,1769096333.573447,19.0256,613,623,0.0843,32.89,42037,,0.1169,,,2026-01-22T15:38:53.689140
django__django-11099,0,debugging,1769096333.689729,1769096333.8393416,0.1496,1260,1,0.1279,45.98,42037,,0.1163,True,,2026-01-22T15:38:53.943508
django__django-12113,0,planning,1769096319.9899628,1769096333.815041,13.8251,1282,448,0.1025,32.65,42037,,,,,2026-01-22T15:38:53.943567
django__django-11910,0,planning,1769096317.010416,1769096333.8902936,16.8799,350,551,0.07,32.78,42037,,,,,2026-01-22T15:38:53.986228
django__django-11815,0,planning,1769096313.9890425,1769096334.5180373,20.529,418,669,0.0911,32.73,42037,,,,,2026-01-22T15:38:54.577715
django__django-11564,0,coding,1769096325.071206,1769096335.7480536,10.6768,816,349,0.0723,32.91,42037,,0.0409,,,2026-01-22T15:38:55.821739
django__django-11283,0,coding,1769096320.233754,1769096335.7464573,15.5127,784,505,0.1422,32.86,42037,,0.1047,,,2026-01-22T15:38:55.826251
django__django-11283,0,debugging,1769096335.8269365,1769096336.0124142,0.1855,1313,1,0.152,29.9,42037,,0.0805,True,,2026-01-22T15:38:56.050720
django__django-11564,0,debugging,1769096335.822692,1769096336.015588,0.1929,1189,1,0.1577,28.43,42037,,0.0746,True,,2026-01-22T15:38:56.118394
django__django-11620,0,coding,1769096327.5217247,1769096336.24995,8.7282,790,284,0.1479,33.1,42037,,0.0688,,,2026-01-22T15:38:56.285652
django__django-11620,0,debugging,1769096336.286168,1769096336.3852232,0.0991,1098,1,0.0716,36.42,42037,,0.0362,True,,2026-01-22T15:38:56.423199
django__django-11999,0,planning,1769096319.0087142,1769096336.9826589,17.9739,206,590,0.1135,33.03,42037,,,,,2026-01-22T15:38:57.072390
django__django-11848,0,coding,1769096329.3481393,1769096340.2248127,10.8767,656,372,0.0843,34.47,42037,,0.1183,,,2026-01-22T15:39:00.285019
django__django-11848,0,debugging,1769096340.2860103,1769096340.4156992,0.1297,1052,1,0.1025,36.81,42037,,0.0612,True,,2026-01-22T15:39:00.526331
django__django-11422,0,coding,1769096322.5268183,1769096341.475972,18.9492,754,643,0.0989,34.11,42037,,0.0665,,,2026-01-22T15:39:01.581410
django__django-11422,0,debugging,1769096341.5823448,1769096341.7438216,0.1615,1421,1,0.1286,30.38,42037,,0.1064,True,,2026-01-22T15:39:01.804003
django__django-11964,0,planning,1769096317.990235,1769096341.9029825,23.9127,564,804,0.0782,33.73,42037,,,,,2026-01-22T15:39:01.999610
django__django-12113,0,coding,1769096333.9449413,1769096342.6387784,8.6938,1697,308,0.1845,36.2,42037,,0.1299,,,2026-01-22T15:39:02.699083
django__django-11815,0,coding,1769096334.5783958,1769096342.7440212,8.1656,1054,294,0.1196,36.54,42037,,0.0604,,,2026-01-22T15:39:02.797432
django__django-12113,0,debugging,1769096342.6996844,1769096342.8265207,0.1268,2029,1,0.1012,39.02,42037,,0.0609,True,,2026-01-22T15:39:02.857336
django__django-11797,0,coding,1769096329.8380427,1769096342.936485,13.0984,797,456,0.0999,35.08,42037,,0.0392,,,2026-01-22T15:39:02.976441
django__django-11815,0,debugging,1769096342.8037934,1769096342.9399428,0.1361,1372,1,0.1032,30.31,42037,,0.0598,True,,2026-01-22T15:39:02.996653
django__django-11797,0,debugging,1769096342.976994,1769096343.1212237,0.1442,1277,1,0.1158,35.19,42037,,0.0405,True,,2026-01-22T15:39:03.180288
django__django-11019,0,coding,1769096313.5683966,1769096344.8974926,31.3291,933,1060,0.1038,33.95,42037,,0.0649,,,2026-01-22T15:39:05.005890
django__django-11019,0,debugging,1769096345.0065334,1769096345.1845653,0.178,2017,1,0.1531,40.12,42037,,0.109,True,,2026-01-22T15:39:05.262212
django__django-11583,0,coding,1769096329.3780386,1769096345.6353073,16.2573,2060,566,0.2086,35.27,42037,,0.0962,,,2026-01-22T15:39:05.695099
django__django-11905,0,coding,1769096331.8269844,1769096346.0939045,14.2669,637,504,0.0961,35.57,42037,,0.065,,,2026-01-22T15:39:06.152350
django__django-11905,0,debugging,1769096346.1528935,1769096346.2974386,0.1445,1165,1,0.117,36.33,42037,,0.059,True,,2026-01-22T15:39:06.333524
django__django-11583,0,debugging,1769096345.695681,1769096347.4356885,1.74,2650,62,0.1419,38.8,42037,,0.0604,True,,2026-01-22T15:39:07.501161
django__django-11742,0,coding,1769096333.024045,1769096348.9177608,15.8937,785,576,0.0944,36.46,42037,,0.1108,,,2026-01-22T15:39:08.976083
django__django-11742,0,debugging,1769096348.9766374,1769096349.148631,0.172,1385,1,0.1458,38.11,42037,,0.0589,True,,2026-01-22T15:39:09.212107
django__django-11999,0,coding,1769096337.0729752,1769096353.4314036,16.3584,764,624,0.0889,38.35,42037,,0.0903,,,2026-01-22T15:39:13.541286
django__django-11999,0,debugging,1769096353.5421546,1769096353.6764145,0.1343,1413,1,0.1079,37.92,42037,,0.1108,True,,2026-01-22T15:39:13.739972
django__django-11964,0,coding,1769096342.0053968,1769096357.527729,15.5223,1335,611,0.1341,39.71,42037,,0.1024,,,2026-01-22T15:39:17.594375
django__django-11910,0,coding,1769096333.9867804,1769096358.7182562,24.7315,868,945,0.2005,38.52,42037,,0.0965,,,2026-01-22T15:39:18.782779
django__django-11910,0,debugging,1769096358.783411,1769096358.9410193,0.1576,1837,1,0.1325,39.78,42037,,0.0652,True,,2026-01-22T15:39:18.999510
django__django-11630,0,coding,1769096329.4229498,1769096359.7474675,30.3245,794,1133,0.2909,37.72,42037,,0.0569,,,2026-01-22T15:39:19.856138
django__django-11964,0,debugging,1769096357.5952842,1769096360.84987,3.2546,1970,123,0.1377,39.46,42037,,0.0676,True,,2026-01-22T15:39:20.940693
django__django-11630,0,debugging,1769096359.8567183,1769096365.2225323,5.3658,1952,229,0.1619,44.01,42037,,0.1093,True,,2026-01-22T15:39:25.301465
