task_id,iteration,agent,start_time,end_time,latency,input_tokens,output_tokens,first_token_latency,decode_speed_tps,gpu_memory_mb,kv_cache_usage_pct,transition_time,success,error_msg,timestamp
django__django-11039,0,debugging,1769096233.774041,1769096233.9241695,0.1501,1049,1,0.1158,29.14,42037,,0.1256,True,,2026-01-22T15:37:13.970333
django__django-11564,0,planning,1769096217.279613,1769096234.5060983,17.2265,275,574,0.0646,33.45,42037,,,,,2026-01-22T15:37:14.617994
astropy__astropy-14365,0,coding,1769096213.1861155,1769096236.1237333,22.9376,921,783,0.1126,34.3,42037,,0.1095,,,2026-01-22T15:37:16.239734
django__django-11583,0,planning,1769096218.2784712,1769096236.2610886,17.9826,1415,598,0.0657,33.38,42037,,,,,2026-01-22T15:37:16.362814
astropy__astropy-14365,0,debugging,1769096236.240735,1769096236.5627248,0.322,1728,1,0.1533,5.93,42037,,0.117,True,,2026-01-22T15:37:16.604657
django__django-11620,0,planning,1769096219.2851524,1769096236.9334722,17.6483,246,577,0.0794,32.84,42037,,,,,2026-01-22T15:37:17.026348
django__django-11179,0,coding,1769096227.7523246,1769096237.2490058,9.4967,560,302,0.0965,32.13,42037,,0.0649,,,2026-01-22T15:37:17.372219
django__django-11179,0,debugging,1769096237.372995,1769096237.5233192,0.1503,886,1,0.1233,36.97,42037,,0.124,True,,2026-01-22T15:37:17.644510
django__django-11797,0,planning,1769096222.2798984,1769096238.1619792,15.8821,284,514,0.0802,32.53,42037,,,,,2026-01-22T15:37:18.224351
django__django-11848,0,planning,1769096224.279877,1769096238.7894778,14.5096,222,467,0.0656,32.33,42037,,,,,2026-01-22T15:37:18.909439
django__django-11630,0,planning,1769096220.279221,1769096239.0634525,18.7842,217,611,0.0699,32.65,42037,,,,,2026-01-22T15:37:19.120886
django__django-11049,0,coding,1769096225.9330502,1769096239.037171,13.1041,714,421,0.1102,32.4,42037,,0.0866,,,2026-01-22T15:37:19.128731
django__django-10924,0,coding,1769096225.9634237,1769096239.1747217,13.2113,885,425,0.1584,32.56,42037,,0.1107,,,2026-01-22T15:37:19.208605
django__django-11049,0,debugging,1769096239.1293623,1769096239.4293404,0.3,1159,1,0.1836,8.6,42037,,0.0922,True,,2026-01-22T15:37:19.465323
django__django-10924,0,debugging,1769096239.2091894,1769096239.4533114,0.2441,1334,1,0.2156,35.11,42037,,0.0345,True,,2026-01-22T15:37:19.540882
django__django-11742,0,planning,1769096221.2789533,1769096240.0222294,18.7433,128,604,0.0725,32.35,42037,,,,,2026-01-22T15:37:20.103281
django__django-11815,0,planning,1769096223.5738542,1769096240.479815,16.906,418,541,0.0626,32.12,42037,,,,,2026-01-22T15:37:20.597415
django__django-11133,0,coding,1769096230.5187767,1769096243.052159,12.5334,804,407,0.1265,32.8,42037,,0.0745,,,2026-01-22T15:37:23.164672
django__django-11133,0,debugging,1769096243.1654088,1769096243.3540459,0.1886,1235,1,0.1572,31.85,42037,,0.1132,True,,2026-01-22T15:37:23.438773
django__django-11910,0,planning,1769096226.2804654,1769096244.030769,17.7503,350,576,0.0755,32.59,42037,,,,,2026-01-22T15:37:24.094726
django__django-11422,0,coding,1769096229.8338826,1769096244.9576788,15.1238,682,491,0.0913,32.66,42037,,0.0787,,,2026-01-22T15:37:25.039241
django__django-11422,0,debugging,1769096245.040112,1769096245.1964643,0.1564,1197,1,0.1248,31.68,42037,,0.0824,True,,2026-01-22T15:37:25.257604
django__django-11905,0,planning,1769096225.2861557,1769096245.2781746,19.992,157,649,0.0768,32.59,42037,,,,,2026-01-22T15:37:25.339439
django__django-11019,0,coding,1769096224.5911,1769096245.747588,21.1565,983,685,0.1188,32.56,42037,,0.0712,,,2026-01-22T15:37:25.807369
django__django-11620,0,coding,1769096237.0271819,1769096245.7155988,8.6884,790,284,0.079,32.99,42037,,0.0937,,,2026-01-22T15:37:25.825173
django__django-11019,0,debugging,1769096245.8079221,1769096246.0393615,0.2314,1692,1,0.2022,34.23,42037,,0.0603,True,,2026-01-22T15:37:26.081582
django__django-11620,0,debugging,1769096245.8256853,1769096246.0406518,0.215,1098,1,0.186,34.53,42037,,0.1101,True,,2026-01-22T15:37:26.097146
django__django-11848,0,coding,1769096238.9102874,1769096246.4383519,7.5281,656,243,0.0839,32.64,42037,,0.1208,,,2026-01-22T15:37:26.551690
django__django-12113,0,planning,1769096229.2940133,1769096246.6733391,17.3793,1282,562,0.0762,32.48,42037,,,,,2026-01-22T15:37:26.720324
django__django-11848,0,debugging,1769096246.5523617,1769096246.6700537,0.1177,923,1,0.0847,30.3,42037,,0.114,True,,2026-01-22T15:37:26.733302
django__django-11999,0,planning,1769096228.2792194,1769096247.1077468,18.8285,206,608,0.0591,32.39,42037,,,,,2026-01-22T15:37:27.213982
django__django-11964,0,planning,1769096227.2820966,1769096247.728743,20.4466,564,661,0.0818,32.46,42037,,,,,2026-01-22T15:37:27.834998
astropy__astropy-7746,0,coding,1769096222.9851253,1769096248.756129,25.771,1264,838,0.143,32.7,42037,,0.127,,,2026-01-22T15:37:28.859000
astropy__astropy-7746,0,debugging,1769096248.8596468,1769096249.050439,0.1908,2126,1,0.1637,36.93,42037,,0.1035,True,,2026-01-22T15:37:29.144637
django__django-11742,0,coding,1769096240.1038756,1769096250.706457,10.6026,699,357,0.0868,33.95,42037,,0.0816,,,2026-01-22T15:37:30.788902
django__django-11742,0,debugging,1769096250.7897224,1769096250.9451036,0.1554,1080,1,0.1273,35.57,42037,,0.0833,True,,2026-01-22T15:37:31.005497
django__django-11583,0,coding,1769096236.363462,1769096251.8931844,15.5297,1980,515,0.1937,33.58,42037,,0.1024,,,2026-01-22T15:37:31.953622
django__django-11583,0,debugging,1769096251.954557,1769096252.1288886,0.1743,2519,1,0.1454,34.56,42037,,0.0614,True,,2026-01-22T15:37:32.235020
django__django-11564,0,coding,1769096234.6189625,1769096252.4112806,17.7923,816,588,0.1272,33.29,42037,,0.1129,,,2026-01-22T15:37:32.492197
django__django-11564,0,debugging,1769096252.4927938,1769096252.6715908,0.1788,1428,1,0.152,37.3,42037,,0.0815,True,,2026-01-22T15:37:32.707741
django__django-11797,0,coding,1769096238.225184,1769096253.2840757,15.0589,765,504,0.1277,33.75,42037,,0.0632,,,2026-01-22T15:37:33.391252
django__django-11797,0,debugging,1769096253.392011,1769096253.5612586,0.1692,1293,1,0.142,36.72,42037,,0.1079,True,,2026-01-22T15:37:33.621080
django__django-12113,0,coding,1769096246.72093,1769096254.4661996,7.7453,1811,271,0.1659,35.75,42037,,0.0476,,,2026-01-22T15:37:34.543896
django__django-12113,0,debugging,1769096254.5449665,1769096254.690199,0.1452,2106,1,0.1177,36.3,42037,,0.0788,True,,2026-01-22T15:37:34.750734
django__django-11283,0,coding,1769096233.0314734,1769096254.9951677,21.9637,892,733,0.1078,33.54,42037,,0.0867,,,2026-01-22T15:37:35.076487
django__django-11283,0,debugging,1769096255.0772934,1769096255.2484267,0.1711,1649,1,0.145,38.23,42037,,0.0821,True,,2026-01-22T15:37:35.311392
django__django-11999,0,coding,1769096247.2147355,1769096255.2740488,8.0593,782,283,0.1041,35.57,42037,,0.107,,,2026-01-22T15:37:35.332796
django__django-11999,0,debugging,1769096255.3333592,1769096255.4682808,0.1349,1089,1,0.1088,38.29,42037,,0.0593,True,,2026-01-22T15:37:35.505126
django__django-11964,0,coding,1769096247.8356917,1769096259.191696,11.356,1192,420,0.1513,37.48,42037,,0.1069,,,2026-01-22T15:37:39.277935
django__django-11964,0,debugging,1769096259.27866,1769096259.4380085,0.1593,1636,1,0.1335,38.68,42037,,0.087,True,,2026-01-22T15:37:39.500686
django__django-11905,0,coding,1769096245.3400047,1769096261.7778869,16.4379,773,606,0.1048,37.1,42037,,0.0618,,,2026-01-22T15:37:41.878340
django__django-11905,0,debugging,1769096261.8796287,1769096262.054368,0.1747,1403,1,0.1487,38.36,42037,,0.1017,True,,2026-01-22T15:37:42.153729
django__django-11815,0,coding,1769096240.5989668,1769096262.5852904,21.9863,926,796,0.1254,36.41,42037,,0.1192,,,2026-01-22T15:37:42.647565
django__django-11815,0,debugging,1769096262.6496346,1769096262.8080225,0.1584,1746,1,0.1329,39.3,42037,,0.0643,True,,2026-01-22T15:37:42.875957
django__django-11630,0,coding,1769096239.1217868,1769096263.7057574,24.584,795,884,0.1865,36.23,42037,,0.0583,,,2026-01-22T15:37:43.745221
django__django-11910,0,coding,1769096244.095476,1769096263.7517133,19.6562,893,723,0.1114,36.99,42037,,0.0647,,,2026-01-22T15:37:43.829482
django__django-11910,0,debugging,1769096263.8303778,1769096264.056285,0.2259,1640,1,0.2036,44.77,42037,,0.0787,True,,2026-01-22T15:37:44.090346
django__django-11630,0,debugging,1769096263.7522652,1769096264.0348256,0.2826,1703,1,0.1405,7.04,42037,,0.0465,True,,2026-01-22T15:37:44.128616
